geoid,geographic_area_name,total_population,total_population_age_under_5_years,total_population_age_5_to_9_years,total_population_age_10_to_14_years,total_population_age_15_to_19_years,total_population_age_20_to_24_years,total_population_age_25_to_29_years,total_population_age_30_to_34_years,total_population_age_35_to_39_years,total_population_age_40_to_44_years,total_population_age_45_to_49_years,total_population_age_50_to_54_years,total_population_age_55_to_59_years,total_population_age_60_to_64_years,total_population_age_65_to_69_years,total_population_age_70_to_74_years,total_population_age_75_to_79_years,total_population_age_80_to_84_years,total_population_age_85_years_and_over,total_population_summary_indicators_median_age_years,total_population_summary_indicators_sex_ratio_males_per_100_females,median_household_income,less_than_10000,10000_to_14999,15000_to_19999,20000_to_24999,25000_to_29999,30000_to_34999,35000_to_39999,40000_to_44999,45000_to_49999,50000_to_59999,60000_to_74999,75000_to_99999,100000_to_124999,125000_to_149999,150000_to_199999,200000_or_more,income_in_the_past_12_months_below_poverty_level,no_schooling_completed,9th_grade,regular_high_school_diploma,ged_or_alternative_credential,some_college_less_than_1_year,some_college_1_or_more_years_no_degree,associates_degree,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,commute_total,car_truck_or_van,public_transport,bus,subway_or_elevated_rail,train_or_commuter_rail,walked,bicycle,motorcycle,other_means,family_households,family_households_other_family,nonfamily_households,hispanic_or_latino,not_hispanic_or_latino,white,black_or_african_american,asian,ZIP,avg_ped,total_vol_7am_8pm,avg_count_7am_8pm,parking_count,target_count,trader_joes_count,whole_foods_count,wegmans_count,aldi_count,station_count
10282,ZCTA5 10282,5960,341,559,342,374,86,290,409,636,793,650,325,319,230,95,139,61,122,189,39.4,120.5,"250,000+",71,16,0,0,79,0,0,13,0,27,0,42,53,140,438,1705,381,15,0,249,32,109,75,269,1373,1495,532,92,3472,332,1116,150,954,0,614,23,0,123,1516,346,1068,124,5836,4207,145,903,10282,,,,18.0,,,,,,
10301,ZCTA5 10301,39799,2765,2145,2492,2147,2650,3055,3624,2807,2038,2522,2392,2569,2375,2120,1894,1122,472,610,36.7,94.4,84937,1068,522,394,324,237,500,353,263,369,1008,1470,1814,1470,1010,1436,2192,6808,821,311,5932,904,1411,3458,1936,5215,3855,996,486,17346,8761,5334,2530,1011,0,724,124,0,266,9008,3841,5422,11634,28165,14657,9044,2980,10301,589.75,,,198.0,,,,,,1.0
10302,ZCTA5 10302,19693,1278,1313,1489,1271,1383,1445,1708,1266,1244,1406,1206,1478,1191,796,434,388,146,251,34.8,112.9,76089,585,71,241,174,104,203,186,197,348,190,733,669,488,642,649,679,3939,609,63,3299,1232,457,1170,1132,2283,1317,87,59,7906,4917,2081,1492,331,14,102,0,0,156,4342,1431,1817,8559,11134,5259,4135,1161,10302,,,,177.0,,,,,,
10303,ZCTA5 10303,25993,1252,1828,2085,1940,1421,2201,1436,1705,1819,1675,1488,1546,2358,1038,817,448,653,283,37.6,87.6,79429,871,340,368,303,184,105,293,142,244,285,922,1191,720,675,1137,962,4829,740,201,3913,1402,987,1533,1570,3441,1572,57,101,11283,6225,4002,3354,407,49,214,2,0,93,6313,2878,2429,9792,16201,3951,8497,2607,10303,,,,186.0,,,,,,
10304,ZCTA5 10304,45843,2122,2910,2936,3079,3179,2700,3640,2814,2859,2886,3501,3267,3148,1946,1765,1162,1015,914,39.1,92.4,71506,1302,770,488,498,328,645,554,696,678,838,1388,1463,1684,1297,1178,2093,7940,1098,175,7717,2162,1403,3438,1807,6132,2340,867,591,20935,10794,6914,4729,900,11,965,46,0,347,10801,4499,5099,10924,34919,16640,11257,6051,10304,,,,226.0,,,,,,4.0
10305,ZCTA5 10305,41714,1402,2137,2465,2452,1984,2633,2438,2953,2867,2736,2395,3261,3665,3149,2368,1018,884,907,44.1,97.4,86294,773,372,519,542,456,507,440,532,265,788,1270,2622,1602,1457,1393,2099,3568,1565,217,7985,1252,1467,3202,2788,6209,2852,715,195,19565,10621,6436,4611,1037,80,962,47,32,204,10590,3184,5047,6461,35253,24112,1224,8588,10305,,,,279.0,,,,,,2.0
10306,ZCTA5 10306,57249,3135,3004,3649,3721,2960,3146,4137,3132,4027,3264,4393,3833,4179,3906,2606,1609,1216,1332,41.9,97.7,97746,681,436,425,597,670,677,589,634,608,920,1498,2289,2085,1995,2224,3518,5065,1496,267,11515,1572,2399,4222,2524,8371,4394,706,222,24665,14286,6780,5359,962,0,501,0,23,231,14806,4445,5040,10009,47240,35356,1148,8807,10306,568.8333333333334,,,335.0,,,,,,5.0
10307,ZCTA5 10307,14821,997,876,844,962,1002,580,723,1072,1137,805,1466,1121,935,746,633,516,262,144,41.2,110.2,138807,157,46,21,90,39,32,46,40,169,252,274,646,399,826,771,1327,396,274,154,2115,205,688,1018,1114,2181,1463,301,58,7070,5265,1010,771,157,6,186,0,0,18,3940,490,1195,1649,13172,12219,7,679,10307,,,,78.0,,,,,,2.0
10308,ZCTA5 10308,29996,1069,1411,2070,2027,1654,2310,2066,1374,1760,2322,2742,2142,2058,1560,1606,705,714,406,43.2,91.8,122654,415,145,310,211,129,352,148,81,240,384,775,1156,930,851,1904,2292,1738,283,56,5744,628,1106,2437,1841,5081,2919,477,306,14743,9402,3344,2224,675,39,167,0,0,36,8276,1410,2047,3297,26699,23675,215,2256,10308,,,,118.0,,,,,,1.0
10309,ZCTA5 10309,34918,1854,1818,2708,1889,1848,1790,1904,2822,2016,2634,2418,2294,2952,1963,1359,1126,962,561,42.2,97.1,123638,699,368,208,164,167,265,215,257,80,557,1094,906,1165,763,1892,3308,2074,339,66,5769,881,1244,3159,1980,5735,3510,469,188,16292,11415,2525,2146,158,56,406,0,0,177,9310,1401,2798,3068,31850,29248,148,1390,10309,,,,226.0,,,,,,3.0
10310,ZCTA5 10310,25824,2111,1481,1919,1721,1297,1784,2243,1475,1560,1307,1744,2096,1703,1351,822,637,225,348,36.0,92.9,106118,630,245,124,336,368,186,142,413,201,374,496,829,834,1216,1133,1455,3422,333,202,4580,986,767,2250,1289,2962,1706,443,224,11621,7287,2312,1472,235,9,659,0,0,263,6503,2183,2479,8189,17635,10510,4839,1338,10310,200.66666666666666,,,188.0,,,,,,
10311,ZCTA5 10311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10311,,,,,,,,,,
10312,ZCTA5 10312,63345,3694,4538,3729,3932,4130,3663,3695,3754,4373,4067,4300,4099,4493,3361,3561,2148,981,827,40.6,95.6,111434,711,323,422,389,437,447,472,708,369,1027,1483,2554,2428,1973,3135,4488,4057,1055,151,10878,1338,2099,4731,3046,10710,5472,1158,394,28675,20148,5052,3913,850,14,334,38,0,224,16645,3908,4721,8517,54828,46980,591,5985,10312,,,,263.0,0.0,0.0,0.0,0.0,1.0,3.0
10314,ZCTA5 10314,93539,5147,5321,5624,5584,5471,6586,5778,5785,5898,5973,6077,5810,6375,5242,4895,3420,2111,2442,41.4,95.5,104655,1149,874,777,748,927,854,820,848,1379,1393,2012,3364,3193,2386,4206,6489,9341,2090,576,17121,2439,3135,7451,4414,15696,7328,1227,502,41343,27854,8011,7158,426,21,788,0,19,303,23446,5642,7973,14048,79491,56189,3334,17349,10314,104.0,,,486.0,0.0,1.0,0.0,0.0,0.0,
10451,ZCTA5 10451,48975,3661,2759,3240,2843,3109,3925,4390,3712,3446,3126,3244,2278,2232,1951,1669,1266,958,1166,36.0,81.8,37111,2679,2294,2225,867,968,1136,959,789,1249,662,1940,2244,668,939,967,828,15676,1420,694,6563,1765,1328,5020,2967,4823,1863,343,66,19040,2579,11686,3201,8323,143,2299,82,0,323,11352,7379,10062,24896,24079,2938,19373,557,10451,1858.5833333333335,,,189.0,,,,,,3.0
10452,ZCTA5 10452,76745,5368,5963,6679,5621,4353,5829,6038,4950,5553,4335,5282,5061,3255,2888,2317,1723,597,933,33.7,91.1,37854,3452,3241,1727,1629,1717,1516,1477,856,1647,1771,2430,3163,1619,660,991,501,26773,3263,1433,10642,3750,2796,6222,4454,4924,1734,209,109,28028,4193,18658,4116,14139,354,2325,51,0,338,17663,11515,10734,50094,26651,2106,21601,637,10452,,,,310.0,,,,,,6.0
10453,ZCTA5 10453,78270,4813,5819,6149,5309,5531,5360,6487,5872,4382,4888,5050,5505,5206,3591,1936,975,913,484,34.7,82.4,35482,4846,3005,1589,1734,1191,1740,1077,872,1345,2053,2304,2398,1875,791,953,689,26120,3797,1534,12028,3358,3192,5273,3700,5512,1604,132,118,30016,5842,18710,5597,12669,370,2263,107,0,192,17793,11848,10669,52629,25641,1552,20679,989,10453,,,,295.0,,,,,,4.0
10454,ZCTA5 10454,40368,2492,3163,3386,2508,3146,2676,3721,2450,2959,2427,2075,2343,2371,1513,1372,703,686,377,33.7,85.8,27500,2608,2426,1024,1070,688,584,605,558,560,822,777,635,883,629,533,508,17197,1640,1133,5070,1522,999,2977,1830,2498,833,193,57,13395,1606,8289,1404,6801,84,1737,146,0,259,9278,5605,5632,28354,12014,1331,9435,123,10454,,,,149.0,,,,,,4.0
10455,ZCTA5 10455,42940,2190,3186,3708,4116,2730,3038,3437,2199,3893,2295,2501,2663,1885,1956,1119,1117,404,503,33.9,88.4,36701,2820,1613,1059,629,777,710,1241,765,615,1124,1043,1357,1009,418,828,358,14098,1719,927,5431,2592,1784,2368,2177,3228,918,161,42,15145,2214,8805,2097,6442,266,1688,158,0,488,10287,7238,6079,30337,12603,554,10319,423,10455,3419.5,,,216.0,0.0,0.0,0.0,0.0,1.0,5.0
10456,ZCTA5 10456,86958,7005,5893,7363,5913,6467,6050,6781,5475,5530,5090,4688,5416,4970,4030,2586,1758,1066,877,33.6,85.9,35676,5827,4297,1897,1539,1275,1245,1768,1658,1330,2289,2722,3310,1185,916,929,414,31548,3612,1902,12420,3563,2955,5888,4488,5477,1844,224,67,30018,6514,17558,7774,9683,101,2951,194,0,659,19715,14098,12886,45412,41546,2439,35785,664,10456,,,,247.0,,,,,,1.0
10457,ZCTA5 10457,79375,6049,6280,6536,5313,6090,7293,6753,5150,4645,4821,4413,4582,3893,3098,1801,1356,805,497,31.8,86.0,44911,3611,3160,1551,1484,1190,848,866,660,1436,2355,2532,2614,1653,1172,940,643,26848,3323,1810,11768,3331,2634,5707,3818,4819,1744,632,125,28546,5303,18634,5888,12148,482,2041,84,15,334,17936,11875,8779,50192,29183,1491,25660,375,10457,1418.3333333333333,,,321.0,,,,,,2.0
10458,ZCTA5 10458,78741,5299,6004,5549,6717,7438,6717,6218,5432,4497,5286,4117,4005,3207,2989,2100,1683,752,731,31.1,90.7,42107,3066,3580,1498,1712,917,1286,1570,1711,1340,2246,2626,3108,1823,862,1007,504,22418,2552,1283,10303,2297,2033,6953,3057,5307,1715,495,179,31644,4665,18399,5474,11900,940,4455,398,0,209,16966,10645,11890,55275,23466,6006,12650,3007,10458,4156.666666666667,,,362.0,1.0,0.0,0.0,0.0,0.0,3.0
10459,ZCTA5 10459,49753,3844,3454,4545,3454,3527,3429,3657,3130,2896,2238,3077,3552,3218,1977,1564,982,772,437,33.7,90.4,39276,2055,1963,1438,993,1105,737,740,1038,509,1344,1507,1878,740,620,711,541,16463,2187,1124,6276,2083,1812,3764,2952,2994,1029,197,59,18021,4590,9796,2300,7273,200,1615,257,0,59,11433,7256,6486,32964,16789,611,14585,522,10459,,,,204.0,,,,,,5.0
10460,ZCTA5 10460,61101,4023,4285,4956,4338,4122,4542,4870,3977,4304,2935,4537,4080,3183,3140,1317,1034,696,762,34.4,93.0,36067,2913,2991,1163,1659,1227,1221,803,1259,648,1071,1870,2137,1323,933,890,626,20584,2253,950,8870,2920,2081,4648,3328,4679,1062,93,133,22564,5628,13726,4660,8576,490,948,378,24,187,14246,9527,8488,39980,21121,2041,16611,579,10460,,,,206.0,,,,,,3.0
10461,ZCTA5 10461,50900,2863,3022,3120,3017,2784,4081,4002,3613,3282,3854,3048,3490,2932,2323,1636,1552,1046,1235,38.5,90.1,65023,1578,797,816,663,801,348,901,741,802,1516,1567,2149,1618,1364,1701,1716,8320,1742,479,8772,1770,1786,3750,3649,6009,2765,491,618,22755,9083,9521,2020,7219,91,1774,117,71,329,12225,4811,6853,23703,27197,15247,3801,6860,10461,,,,354.0,,,,,,4.0
10462,ZCTA5 10462,75452,5395,4462,5439,4038,5076,5857,6569,5590,5042,4035,4915,4941,4151,3055,3041,1852,894,1100,35.7,95.8,63460,2372,1377,1238,1122,1059,1158,1515,773,759,2523,3192,3733,3175,2226,1814,1502,14539,2286,683,12522,2736,2151,6235,4625,9077,4175,566,302,33535,9173,17668,5050,12354,234,2408,339,43,238,18182,8907,11356,34617,40835,7925,16389,13663,10462,2400.3333333333335,,,335.0,,,,,,5.0
10463,ZCTA5 10463,69373,4140,3499,4886,3863,3484,4214,4543,4388,4063,4419,4906,4278,4273,4220,3547,2727,1684,2239,41.9,82.8,72952,1997,1785,1203,1223,1072,1041,785,774,1232,1820,2623,3485,2422,1912,2668,3533,13246,1467,692,7421,1986,2170,5463,3536,10987,7289,2423,1040,28124,7528,13930,3115,9800,998,2286,33,4,371,16495,7399,13080,34773,34600,20522,8331,2634,10463,2298.6666666666665,,,204.0,0.0,0.0,0.0,0.0,1.0,3.0
10464,ZCTA5 10464,4273,29,281,164,171,47,284,116,70,195,373,453,191,263,238,302,438,518,140,54.9,95.1,100306,107,0,0,0,35,388,93,39,0,100,0,273,189,151,316,390,253,20,0,724,31,82,384,516,652,678,107,204,1576,905,287,93,175,0,261,0,0,0,1220,486,861,1400,2873,2491,33,91,10464,,,,22.0,,,,,,
10465,ZCTA5 10465,46457,2778,2415,3452,3406,2944,3554,3167,2497,3062,2965,2797,3437,2401,2078,1932,1246,1124,1202,37.9,99.8,90255,1337,625,482,490,504,333,531,621,385,678,1122,1806,1512,1086,2199,2510,6168,1021,918,7321,1324,2002,4479,2552,5649,3098,288,224,20390,12324,5065,2503,2443,75,578,87,0,239,11065,4427,5156,21438,25019,16381,4421,2617,10465,,,,135.0,,,,,,
10466,ZCTA5 10466,74061,4572,4785,6431,4216,4305,5343,4949,4971,4622,4133,5125,4803,4609,3768,3064,1661,1497,1207,37.2,82.5,66328,2093,1592,1010,1257,749,618,780,760,1006,1974,1756,3235,2378,1405,2375,2274,14540,1553,1190,12438,3323,1914,5905,3663,8124,3953,493,311,30531,13469,12950,3816,8650,484,1093,55,35,375,17976,9642,7286,21437,52624,1681,44716,1477,10466,,,,249.0,,,,,,4.0
10467,ZCTA5 10467,96304,6499,6406,6227,5980,6136,7980,6499,7042,6153,6440,5750,7304,5461,4531,2917,2172,1352,1455,36.6,90.8,47806,4411,3393,1993,1952,1611,1859,1318,1660,1726,2400,3903,4539,2398,1712,1929,1406,25338,3650,1376,14975,4328,2240,7987,5237,8825,4277,836,359,39709,9842,23009,6191,16259,509,3096,229,68,355,22338,11861,15872,51489,44815,8398,27119,6066,10467,1608.1666666666667,,,378.0,,,,,,7.0
10468,ZCTA5 10468,79825,6395,4910,5600,5478,5005,7005,6158,5606,5460,5527,4195,4737,4587,3248,2199,1435,1334,946,34.4,95.7,46624,3664,2373,1308,1534,1504,1143,1217,1129,1016,2437,2549,3621,1995,1077,1347,694,20942,2990,1860,13822,2226,2360,6921,4021,5329,2104,560,195,31031,4958,20940,6025,14458,424,2245,63,0,458,18334,11382,10274,60755,19070,2568,13861,1802,10468,,,,277.0,,,,,,3.0
10469,ZCTA5 10469,69855,4121,4100,3814,5376,4499,4604,5086,3437,4080,3778,4967,4651,4703,3375,2648,2438,1927,2251,39.9,87.1,76018,1685,1212,703,944,1023,501,658,622,607,1406,2263,2835,2294,2047,2285,2497,10226,1451,960,11167,2016,2008,6375,4252,8579,4017,962,400,29349,14260,11452,4934,6392,110,1314,14,4,334,16775,8013,6807,19150,50705,5726,37833,4376,10469,,,,335.0,0.0,0.0,0.0,0.0,1.0,3.0
10470,ZCTA5 10470,15558,1195,484,497,486,706,1540,1358,1163,1064,569,986,1086,1253,930,580,572,570,519,41.5,93.1,81134,282,144,122,303,167,267,166,186,124,421,942,799,644,502,568,988,1720,352,74,2603,790,541,1013,625,3410,1267,182,112,7523,2920,3377,813,2026,528,127,14,0,80,3707,1568,2918,3700,11858,5941,4642,410,10470,,,,79.0,,,,,,1.0
10471,ZCTA5 10471,23400,1045,866,1255,2224,1270,1051,1177,1403,1056,1132,1467,1456,1486,1553,1474,1102,930,1453,46.4,89.6,108738,261,160,94,112,428,183,130,212,384,207,857,1108,1316,720,1159,1874,1265,190,62,2173,534,837,1314,1005,4533,3302,829,1127,9649,3424,3299,661,2039,599,546,138,53,127,5152,1088,4053,7304,16096,12301,1732,914,10471,,,,61.0,,,,,,1.0
10472,ZCTA5 10472,63820,4921,4239,5162,4700,4798,5317,4447,4737,3838,3382,3478,3804,2899,2714,2053,997,1287,1047,33.2,98.6,43125,3212,1657,1213,1373,1124,801,978,1007,1024,1546,2079,1998,1140,1023,815,960,19923,2881,749,10803,2509,1499,4515,2922,4062,1155,178,54,22397,5746,13356,2965,10169,222,1480,187,0,83,15103,9351,6847,39427,24393,1148,14613,5086,10472,,,,274.0,,,,,,4.0
10473,ZCTA5 10473,59778,3608,3251,3908,3618,4681,4556,4393,2482,3018,3348,4074,3361,4529,3254,2347,2550,1648,1152,38.6,85.4,50609,2355,2367,995,1290,1141,585,811,1009,731,1789,1694,2503,1598,1280,1397,1189,14207,2391,1118,7893,2104,2322,5192,3231,6077,3121,339,163,22825,10356,9367,3753,5085,45,1262,190,0,215,14418,9235,8316,35424,24354,1007,20129,1454,10473,,,,101.0,0.0,0.0,0.0,0.0,1.0,
10474,ZCTA5 10474,11188,739,1127,863,561,1056,694,994,971,1077,538,496,621,347,313,372,237,128,54,32.0,99.6,41279,454,223,271,218,235,271,199,274,215,443,171,259,111,179,272,122,3346,505,136,1707,584,361,952,389,646,380,0,0,4516,1060,2736,909,1551,276,474,6,0,41,2551,1779,1366,7994,3194,204,2764,18,10474,,,,125.0,,,,,,
10475,ZCTA5 10475,42771,3046,1808,1610,2172,3310,2793,2670,2530,1760,2006,2789,3084,2816,2827,2970,1817,1591,1172,44.1,84.6,62383,848,920,823,1304,752,1058,494,789,960,1112,2122,2867,2198,661,1324,460,6450,447,320,7751,1294,2075,4204,2750,5237,3039,185,44,17826,5142,8795,4608,3953,178,1312,0,0,27,11374,6193,7318,12913,29858,1961,25865,796,10475,,,,122.0,,,,,,
11004,ZCTA5 11004,14296,719,463,751,536,434,863,1043,1077,856,576,702,1313,919,1169,734,883,566,692,48.8,95.0,109865,191,62,61,71,155,56,70,291,115,253,527,422,759,372,959,729,1596,740,100,2116,324,677,821,700,2747,1734,237,296,6596,4730,1050,446,503,50,111,0,0,11,3188,678,1905,1398,12898,3923,809,7368,11004,,,,83.0,,,,,,
11101,ZCTA5 11101,39007,2394,1471,1308,864,2361,5968,6843,4406,2987,2243,1773,1866,1343,922,877,636,231,514,33.4,103.9,116807,1137,1052,360,635,235,427,551,258,221,795,984,1855,1588,1570,1986,5395,5306,807,150,3655,726,653,1509,1122,10525,6768,2029,711,23214,3188,12760,556,12069,73,974,457,16,284,7947,1992,11102,7385,31622,13153,3778,12179,11101,1289.75,,,416.0,1.0,1.0,0.0,0.0,0.0,13.0
11102,ZCTA5 11102,28349,1633,695,1096,951,1477,2988,3870,3642,2169,1989,1777,832,1583,1384,889,509,363,502,36.7,99.2,102996,567,749,202,354,348,241,289,445,141,791,971,1346,1454,982,2025,2271,3456,430,94,2890,489,861,1365,1537,8070,3788,695,533,16119,2006,8664,709,7663,52,874,181,73,97,5797,1780,7379,7450,20899,13231,1674,4277,11102,,,,162.0,,,,,,2.0
11103,ZCTA5 11103,35357,1499,1196,1327,1143,1776,4534,5055,3774,2744,2416,1880,2002,1781,1589,1074,596,424,547,36.4,99.6,92787,778,329,323,284,452,446,329,292,424,943,1908,2225,1881,1377,1850,2370,3626,1045,184,4910,668,1080,2032,1845,9599,4069,827,386,21242,3535,12422,867,11422,99,1168,351,18,106,7771,1721,8440,9263,26094,18928,919,4441,11103,2443.0,,,261.0,,,,,,2.0
11104,ZCTA5 11104,26825,1500,1155,1191,1076,1002,2184,2664,2843,3033,1765,1782,1878,1228,1431,773,482,582,256,39.7,94.7,84716,449,261,316,230,439,210,284,354,504,797,1434,1782,1545,842,1342,1445,2348,463,7,3896,498,835,1804,1674,6240,3153,648,679,14527,2157,8243,719,7481,38,913,442,11,129,6252,1781,5982,7312,19513,10091,636,7601,11104,,,,125.0,,,,,,2.0
11105,ZCTA5 11105,38507,2150,1698,1434,1249,2012,4765,4991,3469,3036,2191,2150,2508,1694,1744,1346,949,472,649,36.2,99.7,100306,675,356,270,542,417,480,356,263,306,790,1358,2199,1787,1400,2031,2838,3521,741,176,4290,993,1170,2463,2070,10127,4608,1170,451,20645,4777,9924,733,9002,145,1163,378,69,125,8622,2387,7446,8615,29892,23062,1288,3996,11105,,,,238.0,,,,,,1.0
11106,ZCTA5 11106,40657,1756,1514,1997,1519,2577,4184,5495,3593,2853,2628,2570,2303,1969,2082,1250,924,747,696,36.4,97.3,85573,1119,785,585,656,439,582,760,432,356,958,1752,2264,1699,1441,2436,2706,5971,779,217,5435,555,1317,2652,1506,10327,4344,995,712,22274,2773,12558,748,11459,145,1447,436,40,234,8508,2702,10462,10951,29706,16911,2922,7534,11106,,,,227.0,,,,,,2.0
11109,ZCTA5 11109,7388,920,422,0,66,121,714,1471,1278,825,275,419,263,243,177,68,0,24,102,34.8,119.4,198773,15,15,0,15,33,336,40,0,0,86,72,153,225,351,505,1792,200,15,0,264,0,222,159,89,2402,1708,685,314,4715,554,2592,20,2411,21,28,79,0,82,2036,132,1602,375,7013,4420,48,2059,11109,,,,11.0,,,,,,
11201,ZCTA5 11201,69251,4698,2906,2580,2651,4066,8066,9345,7562,5082,4190,3948,3343,2144,2213,2241,1945,1175,1096,35.2,87.2,169285,1778,724,361,738,779,352,612,395,561,735,1389,1858,2185,2607,3930,14137,6847,463,304,3132,833,981,2135,1563,20052,13868,5401,2159,40534,2287,19010,429,18285,96,3691,1185,39,474,14432,3241,18709,7403,61848,39854,7963,9856,11201,2246.1190476190473,,,287.0,1.0,1.0,0.0,0.0,0.0,12.0
11203,ZCTA5 11203,76853,4124,3637,4201,3650,3475,5127,5596,5349,5010,4739,4600,4972,6168,4601,4543,3022,1860,2179,43.2,84.3,68028,2205,1695,1036,971,1010,1493,1367,1182,946,1810,2630,4167,2504,2126,2209,2798,12054,965,480,17184,3346,1813,8873,4823,9711,4255,644,377,34239,9263,19078,5683,12786,566,2193,130,65,169,19440,10704,10709,5599,71254,3972,59775,1352,11203,,,,318.0,,,,,,
11204,ZCTA5 11204,81368,7479,7364,7163,5498,4160,4404,5338,5086,4327,5257,4357,5057,4503,3642,2852,1686,1388,1807,34.3,95.2,67588,1209,1295,953,1061,1174,905,883,895,677,2372,2221,3831,2485,1431,2316,1598,16358,3772,1418,12846,1059,1779,3209,2778,9858,4460,704,132,30861,9234,12571,2304,9908,359,4723,702,15,237,19880,5227,5426,10605,70763,43211,686,23596,11204,,,,341.0,1.0,0.0,0.0,0.0,0.0,5.0
11205,ZCTA5 11205,50205,4487,4083,3827,4280,3626,4104,5246,4290,3073,2817,2008,1874,1832,1293,1064,902,796,603,30.5,86.5,86753,1255,801,628,587,488,463,392,346,394,966,1377,1484,1082,1406,1737,3866,12820,840,251,3860,985,1330,2405,1290,9556,4505,1102,533,21484,3397,8925,967,7654,58,3674,529,0,215,8861,3221,8411,7605,42600,26035,10134,3372,11205,1537.1666666666667,,,142.0,0.0,0.0,0.0,1.0,0.0,2.0
11206,ZCTA5 11206,89231,6873,5939,7334,6293,6948,9485,9411,6371,5425,3989,3572,3860,4057,3330,2692,1364,1305,983,30.7,88.9,57280,3561,2431,1883,1560,1362,1305,1449,975,1067,1614,2554,2958,3074,1947,2515,3441,29486,2355,1140,10530,2687,2119,4572,2733,14047,5078,921,217,37493,4547,19510,2146,17186,132,5486,910,0,431,17672,8726,16024,32462,56769,32604,15620,5846,11206,1188.25,,,293.0,,,,,,9.0
11207,ZCTA5 11207,93445,5242,5611,6303,5108,7114,8387,6502,6284,6741,5726,6294,5202,5628,4581,2831,2321,1409,2161,36.4,80.7,55419,4836,2467,1562,1416,1667,1091,1151,1151,952,2434,3632,3735,2808,1688,2423,2296,25189,2340,1205,19457,3741,2723,7614,5714,8588,3185,402,286,38893,10803,21780,4381,17051,348,1282,176,32,444,20587,11980,14722,30985,62460,4947,50863,1455,11207,,,,368.0,,,,,,13.0
11208,ZCTA5 11208,106901,8061,7382,8369,7812,6189,7919,8779,7036,5715,6082,6592,7554,6333,5075,3219,2328,1199,1257,34.3,94.1,59988,3668,1621,1074,1415,1657,1286,1464,1277,1171,2614,3381,4195,3419,1783,2346,2115,21330,2701,770,30070,3538,2429,5555,3944,7588,2774,187,341,42680,13545,21724,4640,16328,544,2116,281,0,569,25011,12700,9475,42003,64898,2716,45166,11202,11208,,,,416.0,1.0,0.0,0.0,0.0,1.0,7.0
11209,ZCTA5 11209,70756,3655,3819,3968,3759,2877,4785,5171,5554,5158,4505,4660,4730,3987,4261,3878,2689,1457,1843,41.9,93.4,92656,1415,1021,783,651,1170,955,976,826,585,1654,2277,3740,3315,2553,3183,5272,7952,1658,294,7917,1455,2028,4928,3211,15695,8142,2921,1081,34351,9137,14863,2925,11737,74,2031,395,48,432,17111,4365,13265,13789,56967,42790,1814,9534,11209,3086.0,,,316.0,,,,,,3.0
11210,ZCTA5 11210,60398,3411,3923,4198,3565,3728,4062,3949,3631,4406,3612,3724,3492,4120,3591,2985,1664,1040,1297,39.5,98.9,83261,1162,697,507,483,799,609,562,733,658,1629,1943,2541,2297,2069,1977,2774,6731,1192,238,7717,1625,1885,5486,3748,9589,5093,1111,541,26429,8837,12450,4293,7948,132,1557,172,20,124,14520,5795,6920,4499,55899,18154,30009,3301,11210,,,,221.0,0.0,0.0,0.0,0.0,1.0,2.0
11211,ZCTA5 11211,65691,5690,2958,3358,2551,5053,10554,9110,6028,4730,2976,2595,2285,2125,1410,1830,950,679,809,31.4,102.2,105183,1542,1415,1108,830,803,409,565,757,954,1064,1621,2311,1629,1773,2982,7734,13883,1511,421,6283,1453,1313,3162,1991,17143,5685,1896,551,36510,3464,17473,1062,16143,95,4884,1328,102,313,12214,3472,15283,17336,48355,38627,2529,4530,11211,3360.1666666666665,,,445.0,0.0,0.0,1.0,0.0,0.0,6.0
11212,ZCTA5 11212,87946,6295,6311,5958,5502,5390,7154,6581,5841,5331,4455,4393,6389,6696,3995,3171,1945,1477,1062,35.6,74.0,40060,4902,3574,1795,1695,1483,1521,1305,1474,1329,2114,2999,3014,1313,1372,1595,1103,29308,1653,1657,17196,4402,3896,6418,4031,7217,1898,270,208,31482,5977,21677,5153,15895,629,1350,96,0,388,19972,14377,12616,17172,70774,3360,59591,993,11212,1222.6666666666667,,,248.0,,,,,,7.0
11213,ZCTA5 11213,69630,4919,4013,4634,4079,5275,5833,6522,4573,4769,3667,4174,4054,3638,3317,2397,1554,1298,914,34.5,87.8,62040,1979,1993,1194,1368,1106,777,874,917,1272,1655,1749,3257,2323,1934,2177,2485,15321,1535,320,9318,1693,2500,6145,3726,9478,5062,841,506,30486,5831,16323,3093,12946,244,2734,668,114,246,14869,7686,12191,9129,60501,15711,39172,1179,11213,,,,186.0,,,,,,2.0
